Order_ID,Product_ID,Sales,Quantity,Discount,Profit
CA-2020-152156,FUR-BO-10001798,261.96,2,0.0,41.9136
CA-2020-152156,FUR-CH-10000454,731.9399999999999,3,0.0,219.582
CA-2020-138688,OFF-LA-10000240,14.62,2,0.0,6.8714
US-2019-108966,FUR-TA-10000577,957.5775,5,0.45,-383.0310000000001
US-2019-108966,OFF-ST-10000760,22.368,2,0.2,2.516399999999999
CA-2018-115812,FUR-FU-10001487,48.86,7,0.0,14.1694
CA-2018-115812,OFF-AR-10002833,7.28,4,0.0,1.9656
CA-2018-115812,TEC-PH-10002275,907.152,6,0.2,90.71520000000004
CA-2018-115812,OFF-BI-10003910,18.504,3,0.2,5.7825
CA-2018-115812,OFF-AP-10002892,114.9,5,0.0,34.46999999999999
CA-2018-115812,FUR-TA-10001539,1706.184,9,0.2,85.3091999999998
CA-2018-115812,TEC-PH-10002033,911.424,4,0.2,68.35680000000002
CA-2021-114412,OFF-PA-10002365,15.552,3,0.2,5.4432
CA-2020-161389,OFF-BI-10003656,407.9760000000001,3,0.2,132.5921999999999
US-2019-118983,OFF-AP-10002311,68.80999999999999,5,0.8,-123.858
US-2019-118983,OFF-BI-10000756,2.544,3,0.8,-3.816000000000002
CA-2018-105893,OFF-ST-10004186,665.88,6,0.0,13.3176
CA-2018-167164,OFF-ST-10000107,55.5,2,0.0,9.989999999999995
CA-2018-143336,OFF-AR-10003056,8.56,2,0.0,2.482399999999999
CA-2018-143336,TEC-PH-10001949,213.48,3,0.2,16.01099999999998
CA-2018-143336,OFF-BI-10002215,22.72,4,0.2,7.383999999999999
CA-2020-137330,OFF-AR-10000246,19.46,7,0.0,5.0596
CA-2020-137330,OFF-AP-10001492,60.34,7,0.0,15.6884
US-2021-156909,FUR-CH-10002774,71.37199999999999,2,0.3,-1.019600000000001
CA-2019-106320,FUR-TA-10000577,1044.63,3,0.0,240.2649
CA-2020-121755,OFF-BI-10001634,11.648,2,0.2,4.2224
CA-2020-121755,TEC-AC-10003027,90.57000000000001,3,0.0,11.7741
US-2019-150630,FUR-BO-10004834,3083.43,7,0.5,-1665.0522
US-2019-150630,OFF-BI-10000474,9.618000000000002,2,0.7,-7.0532
US-2019-150630,OFF-EN-10001509,3.264,2,0.2,1.1016
US-2019-150630,OFF-AR-10004042,86.304,6,0.2,9.709199999999989
US-2019-150630,OFF-BI-10001525,6.858000000000001,6,0.7,-5.715
US-2019-150630,OFF-AR-10001683,15.76,2,0.2,3.546000000000001
CA-2021-107727,OFF-PA-10000249,29.472,3,0.2,9.946799999999998
CA-2020-117590,TEC-PH-10004977,1097.544,7,0.2,123.4736999999999
CA-2020-117590,FUR-FU-10003664,190.92,5,0.6,-147.963
CA-2019-117415,OFF-EN-10002986,113.328,9,0.2,35.415
CA-2019-117415,FUR-BO-10002545,532.3992,3,0.32,-46.97640000000001
CA-2019-117415,FUR-CH-10004218,212.058,3,0.3,-15.14699999999999
CA-2019-117415,TEC-PH-10000486,371.168,4,0.2,41.75639999999996
CA-2021-120999,TEC-PH-10004093,147.168,4,0.2,16.5564
CA-2020-101343,OFF-ST-10003479,77.88,2,0.0,3.893999999999991
CA-2021-139619,OFF-ST-10003282,95.616,2,0.2,9.56160000000001
CA-2020-118255,TEC-AC-10000171,45.98,2,0.0,19.7714
CA-2020-118255,OFF-BI-10003291,17.46,2,0.0,8.206199999999999
CA-2018-146703,OFF-ST-10001713,211.96,4,0.0,8.478399999999993
CA-2020-169194,TEC-AC-10002167,45.0,3,0.0,4.950000000000001
CA-2020-169194,TEC-PH-10003988,21.8,2,0.0,6.104000000000001
CA-2019-115742,OFF-BI-10004410,38.22,6,0.0,17.9634
CA-2019-115742,OFF-LA-10002762,75.17999999999999,6,0.0,35.33459999999999
CA-2019-115742,FUR-FU-10001706,6.16,2,0.0,2.9568
CA-2019-115742,FUR-CH-10003061,89.99,1,0.0,17.09809999999999
CA-2020-105816,OFF-FA-10000304,15.26,7,0.0,6.256600000000001
CA-2020-105816,TEC-PH-10002447,1029.95,5,0.0,298.6855
CA-2020-111682,OFF-ST-10000604,208.56,6,0.0,52.13999999999999
CA-2020-111682,OFF-PA-10001569,32.40000000000001,5,0.0,15.552
CA-2020-111682,FUR-CH-10003968,319.41,5,0.1,7.098000000000006
CA-2020-111682,OFF-PA-10000587,14.56,2,0.0,6.9888
CA-2020-111682,TEC-AC-10002167,30.0,2,0.0,3.300000000000001
CA-2020-111682,OFF-BI-10001460,48.48,4,0.2,16.362
CA-2020-111682,OFF-AR-10001868,1.68,1,0.0,0.84
CA-2019-135545,TEC-AC-10004633,13.98,2,0.0,6.151200000000001
CA-2019-135545,OFF-BI-10001078,25.824,6,0.2,9.3612
CA-2019-135545,OFF-PA-10003892,146.73,3,0.0,68.9631
CA-2019-135545,FUR-FU-10000397,79.76,4,0.0,22.33280000000001
CA-2018-106376,OFF-AR-10002671,1113.024,8,0.2,111.3024
CA-2018-106376,TEC-PH-10002726,167.968,4,0.2,62.988
CA-2020-119823,OFF-PA-10000482,75.88,2,0.0,35.6636
CA-2021-114440,OFF-PA-10004675,19.05,3,0.0,8.763
US-2019-134026,FUR-CH-10000513,831.9360000000001,8,0.2,-114.3912
US-2019-134026,FUR-FU-10003708,97.04,2,0.2,1.212999999999997
US-2019-134026,OFF-ST-10004123,72.784,1,0.2,-18.196
US-2021-118038,OFF-BI-10004182,1.248,3,0.8,-1.934400000000001
US-2021-118038,FUR-FU-10000260,9.708,3,0.6,-5.824800000000002
US-2021-118038,OFF-ST-10000615,27.24,3,0.2,2.724000000000002
US-2018-147606,FUR-FU-10003194,19.3,5,0.6,-14.475
CA-2020-127208,OFF-AP-10002118,208.16,1,0.0,56.20320000000001
CA-2020-127208,OFF-BI-10002309,16.74,3,0.0,8.0352
CA-2018-139451,OFF-AR-10002053,14.9,5,0.0,4.172000000000001
CA-2018-139451,OFF-ST-10002370,21.39,1,0.0,6.203099999999999
CA-2019-149734,OFF-EN-10000927,200.984,7,0.2,62.80749999999998
US-2021-119662,OFF-ST-10003656,230.376,3,0.2,-48.9549
CA-2021-140088,FUR-CH-10000863,301.96,2,0.0,33.21559999999999
CA-2021-155558,TEC-AC-10001998,19.99,1,0.0,6.796599999999998
CA-2021-155558,OFF-LA-10000134,6.16,2,0.0,2.9568
CA-2020-159695,OFF-ST-10003442,158.368,7,0.2,13.8572
CA-2020-109806,OFF-AR-10004930,20.1,3,0.0,6.632999999999998
CA-2020-109806,TEC-PH-10004093,73.584,2,0.2,8.278199999999998
CA-2020-109806,OFF-PA-10000304,6.48,1,0.0,3.1104
CA-2019-149587,OFF-PA-10003177,12.96,2,0.0,6.220800000000001
CA-2019-149587,FUR-FU-10003799,53.34,3,0.0,16.5354
CA-2019-149587,OFF-BI-10002852,32.96,2,0.0,16.1504
US-2021-109484,OFF-BI-10004738,5.682000000000001,1,0.7,-3.788
CA-2021-161018,FUR-FU-10000629,96.53,7,0.0,40.5426
CA-2021-157833,OFF-BI-10001721,51.312,3,0.2,17.9592
CA-2020-149223,OFF-AP-10000358,77.88,6,0.0,22.58519999999999
CA-2020-158568,OFF-PA-10003256,64.624,7,0.2,22.61839999999999
CA-2020-158568,TEC-AC-10001767,95.97600000000001,3,0.2,-10.79730000000001
CA-2020-158568,OFF-BI-10002609,1.788,3,0.8,-3.0396
CA-2020-129903,OFF-PA-10004040,23.92,4,0.0,11.7208
US-2019-156867,TEC-AC-10001552,238.896,6,0.2,-26.87580000000001
US-2019-156867,FUR-FU-10004006,102.36,3,0.2,-3.83850000000001
US-2019-156867,OFF-BI-10002794,36.88200000000001,3,0.7,-25.8174
CA-2021-119004,TEC-AC-10003499,74.11200000000001,8,0.2,17.6016
CA-2021-119004,TEC-PH-10002844,27.992,1,0.2,2.099399999999999
CA-2021-119004,OFF-AR-10000390,3.304,1,0.2,1.0738
CA-2019-129476,TEC-AC-10000844,339.96,5,0.2,67.99199999999996
CA-2021-146780,FUR-FU-10001934,41.96,2,0.0,10.9096
CA-2020-128867,OFF-AR-10000380,75.96,2,0.0,22.78799999999999
CA-2020-128867,OFF-BI-10003981,27.24,6,0.0,13.3476
CA-2018-115259,OFF-FA-10000621,40.096,14,0.2,14.5348
CA-2018-115259,OFF-EN-10002600,4.720000000000001,2,0.2,1.652
CA-2018-115259,OFF-PA-10004965,23.976,3,0.2,7.492499999999999
CA-2018-115259,OFF-EN-10002504,130.464,6,0.2,44.0316
CA-2019-110457,FUR-TA-10001768,787.53,3,0.0,165.3813
US-2019-136476,OFF-BI-10003650,157.794,1,0.7,-115.7156
CA-2020-103730,FUR-FU-10002157,47.04,3,0.0,18.3456
CA-2020-103730,OFF-BI-10003910,30.84,4,0.0,13.878
CA-2020-103730,OFF-ST-10000777,226.56,6,0.0,63.43680000000001
CA-2020-103730,OFF-EN-10002500,115.02,9,0.0,51.75899999999999
CA-2020-103730,TEC-PH-10003875,68.04,7,0.0,19.7316
US-2018-152030,FUR-CH-10004063,600.558,3,0.3,-8.579400000000078
US-2018-134614,FUR-TA-10004534,617.7,6,0.5,-407.6820000000001
US-2021-107272,OFF-BI-10003274,2.388,2,0.7,-1.8308
US-2021-107272,OFF-ST-10002974,243.992,7,0.2,30.49899999999998
US-2020-125969,FUR-FU-10003773,238.56,3,0.0,26.24159999999998
US-2021-164147,TEC-PH-10002293,59.96999999999999,5,0.4,-11.99399999999999
US-2021-164147,OFF-FA-10002780,21.456,9,0.2,6.973199999999998
CA-2020-145583,OFF-PA-10001804,20.04,3,0.0,9.6192
CA-2020-145583,OFF-PA-10001736,35.44,1,0.0,16.6568
CA-2020-145583,OFF-FA-10002988,4.02,2,0.0,1.9698
CA-2020-145583,OFF-BI-10004781,76.176,3,0.2,26.6616
CA-2020-145583,OFF-SU-10001218,65.88,6,0.0,18.4464
CA-2020-145583,FUR-FU-10001706,43.12,14,0.0,20.6976
CA-2021-106180,OFF-AR-10000940,8.82,3,0.0,2.3814
CA-2021-106180,OFF-EN-10004030,10.86,3,0.0,5.104200000000001
CA-2021-106180,OFF-PA-10004327,143.7,3,0.0,68.976
CA-2021-155376,OFF-AP-10001058,839.4300000000001,3,0.0,218.2518
CA-2019-110744,OFF-ST-10003656,671.93,7,0.0,20.1579
CA-2018-110072,FUR-FU-10000521,93.888,4,0.2,12.90959999999999
CA-2020-114489,TEC-PH-10000215,384.45,11,0.0,103.8015
CA-2020-114489,TEC-PH-10001448,149.97,3,0.0,5.998799999999981
CA-2020-114489,FUR-CH-10000454,1951.84,8,0.0,585.5519999999999
CA-2020-114489,OFF-BI-10002735,171.55,5,0.0,80.6285
CA-2020-158834,OFF-AP-10000326,157.92,5,0.2,17.76599999999999
CA-2020-158834,TEC-PH-10001254,203.184,2,0.2,15.23879999999999
CA-2019-124919,OFF-PA-10001950,58.38,7,0.0,26.27099999999999
CA-2019-124919,OFF-PA-10002254,105.52,4,0.0,48.53919999999999
CA-2019-124919,OFF-ST-10001590,80.88,6,0.0,21.0288
CA-2019-118948,OFF-AR-10001547,6.63,3,0.0,1.7901
CA-2018-104269,FUR-CH-10004063,457.568,2,0.2,51.47639999999994
CA-2020-114104,OFF-LA-10002475,14.62,2,0.0,6.8714
CA-2020-114104,TEC-PH-10004536,944.9300000000001,7,0.0,236.2325
CA-2020-162733,OFF-PA-10002751,5.98,1,0.0,2.691
CA-2019-119697,TEC-AC-10003657,54.38400000000001,2,0.2,1.359599999999995
CA-2020-154508,OFF-EN-10001990,28.4,5,0.0,13.348
CA-2020-113817,OFF-BI-10004002,27.68,2,0.2,9.687999999999999
CA-2018-139892,OFF-AR-10004441,9.936,3,0.2,2.7324
CA-2018-139892,TEC-MA-10000822,8159.951999999999,8,0.4,-1359.992000000002
CA-2018-139892,OFF-ST-10000991,275.928,3,0.2,-58.6347
CA-2018-139892,FUR-CH-10004287,1740.06,9,0.3,-24.85800000000017
CA-2018-139892,OFF-AR-10002656,32.064,6,0.2,6.813599999999997
CA-2018-139892,OFF-AP-10002518,177.98,5,0.8,-453.849
CA-2018-139892,TEC-PH-10003931,143.976,3,0.2,8.998500000000007
CA-2018-118962,OFF-PA-10001144,110.96,2,0.0,53.2608
CA-2018-118962,FUR-CH-10003817,340.1440000000001,7,0.2,21.259
US-2018-100853,OFF-AP-10000891,52.44799999999999,2,0.8,-131.12
US-2018-100853,OFF-LA-10003148,20.16,4,0.2,6.551999999999999
US-2021-152366,OFF-AP-10002684,97.26399999999998,4,0.8,-243.1600000000001
US-2019-101511,FUR-CH-10004698,396.802,7,0.3,-11.33719999999994
US-2019-101511,OFF-SU-10002189,15.88,5,0.2,-3.771500000000001
CA-2019-137225,OFF-AR-10001940,3.28,1,0.0,1.4104
CA-2018-166191,OFF-ST-10003455,24.816,2,0.2,1.8612
CA-2018-166191,TEC-AC-10004659,408.744,7,0.2,76.63949999999998
CA-2018-158274,TEC-PH-10003273,503.96,4,0.0,131.0296
CA-2018-158274,TEC-PH-10004896,149.95,5,0.0,41.986
CA-2018-158274,TEC-AC-10002345,29.0,2,0.0,7.25
CA-2020-105018,OFF-BI-10001890,7.16,2,0.0,3.4368
CA-2018-123260,TEC-AC-10002323,176.8,8,0.0,22.98400000000001
CA-2020-157000,OFF-ST-10001328,37.224,3,0.2,3.7224
CA-2020-157000,OFF-PA-10001950,20.016,3,0.2,6.254999999999996
CA-2019-102281,FUR-BO-10002613,899.1360000000001,4,0.2,112.3919999999999
CA-2019-102281,TEC-PH-10001552,71.76,6,0.0,20.0928
CA-2019-102281,OFF-PA-10000061,51.84,8,0.0,24.8832
CA-2019-102281,FUR-BO-10002545,626.3520000000001,3,0.2,46.97640000000001
CA-2019-102281,OFF-AR-10003514,19.9,5,0.0,6.566999999999998
CA-2019-131457,OFF-EN-10001509,14.28,7,0.0,6.711599999999999
CA-2018-140004,OFF-AR-10004685,7.408,2,0.2,1.2038
CA-2018-140004,OFF-AR-10004027,6.048,3,0.2,1.587600000000001
CA-2021-107720,OFF-ST-10001414,46.26,3,0.0,12.0276
US-2021-124303,OFF-BI-10000343,2.946000000000001,2,0.7,-2.258599999999999
US-2021-124303,OFF-PA-10002749,16.056,3,0.2,5.8203
CA-2021-105074,OFF-PA-10002666,21.744,3,0.2,6.794999999999999
CA-2018-133690,FUR-TA-10004289,218.75,2,0.5,-161.875
CA-2018-133690,OFF-AP-10003622,2.6,1,0.2,0.2924999999999999
US-2021-116701,OFF-AP-10003217,66.28399999999999,2,0.8,-178.9668
CA-2021-126382,FUR-FU-10002960,35.16800000000001,7,0.2,9.671200000000002
CA-2021-108329,TEC-PH-10001918,444.768,4,0.2,44.47680000000003
CA-2021-135860,OFF-ST-10000642,83.92,4,0.0,5.874399999999994
CA-2021-135860,TEC-PH-10001700,131.98,2,0.0,35.63460000000001
CA-2021-135860,OFF-BI-10003274,15.92,4,0.0,7.4824
CA-2021-135860,OFF-FA-10000134,52.29,9,0.0,16.2099
CA-2021-135860,OFF-ST-10001522,91.99,1,0.0,3.679599999999994
CA-2019-101007,TEC-AC-10001266,20.8,2,0.2,6.499999999999999
CA-2019-146262,OFF-LA-10004544,23.68,2,0.2,8.879999999999999
CA-2019-146262,FUR-BO-10004695,452.45,5,0.5,-244.3230000000001
