Order_ID,Product_ID,Sales,Quantity,Profit,Discount
CA-2020-152156,1,261.96,2,41.9136,0.0
CA-2021-110198,1,314.352,3,-15.71759999999999,0.2
CA-2020-117681,1,556.665,5,6.549000000000021,0.15
CA-2021-159793,1,130.98,2,-89.06639999999999,0.5
CA-2021-124765,2,723.92,5,-81.44099999999995,0.2
CA-2021-104003,2,307.666,2,-14.47839999999998,0.15
CA-2019-135251,2,369.1992,3,-114.0174,0.32
CA-2019-105690,2,246.1328,2,-76.01159999999997,0.32
CA-2021-140872,3,241.568,2,0.0,0.2
CA-2021-154907,3,205.3328,2,-36.23520000000001,0.32
CA-2019-146087,3,301.96,2,60.392,0.0
CA-2019-163965,4,290.352,3,-36.29400000000001,0.2
CA-2018-101931,4,616.998,6,-36.294,0.15
CA-2021-140963,4,514.165,5,-30.24499999999999,0.15
CA-2018-131247,4,205.666,2,-12.098,0.15
CA-2021-108070,4,102.833,1,-6.048999999999999,0.15
CA-2018-154599,4,308.499,3,-18.147,0.15
CA-2020-149762,4,205.666,2,-12.098,0.15
CA-2020-156251,4,241.96,2,24.196,0.0
CA-2020-152688,4,120.98,1,12.098,0.0
CA-2018-166744,4,362.94,3,36.294,0.0
CA-2018-156790,5,155.456,4,-7.772799999999989,0.2
CA-2021-126914,5,77.72800000000001,2,-3.886399999999995,0.2
CA-2021-161200,5,145.74,3,23.31840000000001,0.0
US-2020-166660,5,48.58,1,7.772800000000004,0.0
CA-2021-116946,5,102.018,7,-183.6323999999999,0.7
CA-2019-168480,5,194.32,4,31.09120000000001,0.0
CA-2020-123533,6,339.9200000000001,5,8.497999999999976,0.2
CA-2021-131954,6,84.98,1,18.6956,0.0
CA-2020-113845,7,289.568,2,10.85879999999997,0.2
CA-2021-138975,7,1628.82,9,374.6285999999999,0.0
CA-2020-162355,7,1266.86,7,291.3777999999999,0.0
CA-2019-121188,7,307.666,2,28.95679999999997,0.15
CA-2020-137050,7,579.136,4,21.71759999999995,0.2
CA-2019-146262,7,452.45,5,-244.3230000000001,0.5
US-2019-147242,7,361.96,2,83.25079999999997,0.0
US-2019-149629,8,231.92,5,5.798000000000002,0.2
US-2021-134642,8,231.92,5,5.798000000000002,0.2
CA-2021-159226,8,344.9809999999999,7,28.41020000000002,0.15
US-2021-115301,8,115.96,2,25.5112,0.0
CA-2021-136539,8,78.85279999999999,2,-11.596,0.32
CA-2019-105102,8,46.384,1,1.159600000000001,0.2
CA-2020-110772,8,86.97,3,-48.7032,0.5
CA-2021-161340,8,115.96,4,-64.93759999999999,0.5
CA-2020-160304,8,173.94,3,38.2668,0.0
US-2021-126060,9,198.272,8,-32.21920000000002,0.2
CA-2019-115847,9,61.96,2,4.337199999999996,0.0
CA-2018-149524,9,61.96,4,-53.28560000000001,0.5
CA-2021-122994,10,359.97,3,79.19339999999997,0.0
US-2020-108504,10,239.98,2,52.79559999999998,0.0
CA-2021-112753,10,917.9234999999999,9,75.5936999999999,0.15
CA-2018-119144,10,305.9745,3,25.19789999999997,0.15
CA-2021-124086,10,203.983,2,16.79859999999998,0.15
CA-2019-100146,10,509.9574999999999,5,41.99649999999994,0.15
CA-2021-135377,10,287.976,3,7.199399999999969,0.2
CA-2021-161480,10,191.984,2,4.799599999999977,0.2
CA-2020-127236,10,299.975,5,-167.986,0.5
CA-2019-137974,11,523.26,9,125.5824,0.0
CA-2021-141201,11,148.257,3,15.6978,0.15
CA-2021-134565,11,174.42,3,41.8608,0.0
US-2021-169551,11,87.21000000000001,3,-45.3492,0.5
CA-2019-100454,11,186.048,4,9.302400000000006,0.2
CA-2021-104731,12,302.94,3,69.67619999999998,0.0
CA-2020-108735,12,257.499,3,24.23519999999998,0.15
CA-2021-113873,12,205.9992,3,-27.26460000000002,0.32
CA-2020-115574,12,141.372,2,-14.13720000000001,0.3
CA-2021-131233,12,242.352,3,9.088199999999972,0.2
CA-2021-143259,12,323.136,4,12.11759999999997,0.2
CA-2019-103870,13,131.104,2,8.193999999999996,0.2
CA-2020-166772,13,163.88,2,40.97,0.0
CA-2020-159912,13,163.88,4,-81.94,0.5
CA-2020-143749,13,81.94,1,20.485,0.0
US-2021-132031,14,387.136,4,-14.51760000000003,0.2
CA-2021-117457,14,1336.829,13,31.45479999999995,0.15
CA-2018-146591,14,181.47,5,-320.597,0.7
CA-2021-141117,14,217.764,6,-384.7164,0.7
CA-2021-143378,14,72.58800000000001,2,-128.2388,0.7
CA-2021-167381,14,241.96,2,41.13319999999999,0.0
US-2018-127978,14,302.45,5,-199.617,0.5
CA-2021-125472,15,241.96,2,33.87440000000001,0.0
CA-2018-105249,15,411.332,4,-4.839199999999977,0.15
CA-2019-130785,15,411.332,4,-4.839199999999977,0.15
US-2020-106600,16,354.9,5,88.72500000000002,0.0
CA-2019-143364,16,127.764,6,-191.646,0.7
CA-2018-166863,16,193.0656,4,-19.87439999999999,0.32
US-2021-167402,16,212.94,3,53.23500000000001,0.0
CA-2019-137925,16,681.4080000000001,12,42.58800000000002,0.2
CA-2021-159464,17,302.94,3,75.73500000000001,0.0
CA-2020-163776,17,504.9,5,126.225,0.0
US-2021-112347,17,242.352,8,-363.5279999999999,0.7
CA-2018-163468,17,424.116,6,-30.29399999999998,0.3
US-2018-156559,18,638.82,9,172.4814,0.0
CA-2018-140487,18,212.94,3,57.4938,0.0
US-2020-108497,19,599.165,5,35.245,0.15
CA-2020-123512,19,239.666,2,14.098,0.15
CA-2018-113271,19,119.833,1,7.048999999999999,0.15
CA-2018-111871,19,1198.33,10,70.49000000000001,0.15
US-2021-153255,19,239.666,2,14.098,0.15
CA-2019-168088,19,383.4655999999999,4,-67.6704,0.32
CA-2018-120411,19,493.4299999999999,5,-70.48999999999998,0.3
CA-2019-167010,19,352.45,5,-211.47,0.5
CA-2019-126137,20,120.666,2,18.4548,0.15
CA-2019-114237,20,141.96,2,39.7488,0.0
CA-2020-162082,20,241.332,5,-14.196,0.32
CA-2018-167997,20,141.96,2,39.7488,0.0
CA-2020-107783,20,177.45,5,-78.078,0.5
US-2019-157014,20,35.49,1,-15.6156,0.5
CA-2021-109393,21,435.999,3,5.129399999999976,0.15
CA-2018-115161,21,290.666,2,3.419599999999988,0.15
US-2019-123218,21,359.0579999999999,3,-71.81160000000003,0.3
CA-2020-140935,21,341.96,2,54.71359999999999,0.0
US-2021-109316,22,1497.666,2,140.9568,0.15
CA-2020-108987,22,2396.2656,4,-317.1528000000001,0.32
US-2019-150630,22,3083.43,7,-1665.0522,0.5
US-2019-126977,22,4228.704000000001,6,158.5763999999999,0.2
CA-2018-156349,23,290.666,2,27.35680000000001,0.15
CA-2019-118423,23,359.0579999999999,3,-35.9058,0.3
US-2018-123183,23,1025.88,6,235.9524,0.0
CA-2020-165848,23,136.784,1,5.129400000000004,0.2
CA-2018-133592,23,341.96,2,78.6508,0.0
CA-2020-147137,24,1279.165,5,225.7349999999999,0.15
US-2021-132059,24,180.5880000000001,2,-240.784,0.7
CA-2019-130183,24,613.9992,3,-18.05880000000008,0.32
CA-2019-133585,24,1227.9984,6,-36.11760000000015,0.32
CA-2021-144491,24,1023.332,5,-30.09800000000013,0.32
CA-2021-142461,24,204.6664,1,-6.019600000000025,0.32
CA-2021-115105,24,240.784,1,30.09799999999998,0.2
CA-2020-102981,24,722.3520000000001,3,90.29399999999993,0.2
CA-2018-157147,25,333.999,3,3.929400000000008,0.15
CA-2021-130764,25,556.665,5,6.549000000000021,0.15
CA-2021-165386,25,183.372,2,-36.67439999999999,0.3
CA-2021-141873,25,314.352,3,-15.71759999999999,0.2
CA-2020-106243,25,523.92,5,-26.19599999999998,0.2
CA-2019-111514,26,1552.831,7,200.9546000000001,0.15
CA-2019-117415,26,532.3992,3,-46.97640000000001,0.32
US-2020-100461,26,1565.88,6,407.1288000000001,0.0
US-2019-122784,26,913.4300000000001,5,-52.19599999999991,0.3
CA-2018-155796,26,521.96,4,-250.5408,0.5
CA-2019-102281,26,626.3520000000001,3,46.97640000000001,0.2
CA-2020-155516,26,1043.92,4,271.4192,0.0
CA-2021-121888,26,782.94,3,203.5644,0.0
CA-2019-130456,27,586.398,6,34.49399999999997,0.15
CA-2020-164770,27,781.8639999999999,10,-137.9760000000001,0.32
CA-2018-144666,28,222.666,2,10.47839999999998,0.15
US-2021-133200,28,623.4648,7,-119.1918000000001,0.32
CA-2021-159149,28,89.06639999999999,1,-17.02740000000001,0.32
CA-2021-149881,29,482.664,8,85.17599999999997,0.15
CA-2020-163972,29,120.666,2,21.29399999999999,0.15
US-2020-104815,29,198.744,4,0.0,0.3
CA-2020-148747,30,477.666,2,84.29399999999997,0.15
CA-2021-142342,30,1194.165,5,210.7349999999999,0.15
US-2019-103471,30,590.0580000000001,7,-786.7440000000003,0.7
CA-2019-113152,30,449.568,2,56.19599999999996,0.2
CA-2019-102281,30,899.1360000000001,4,112.3919999999999,0.2
CA-2018-150245,30,1573.488,7,196.6859999999999,0.2
CA-2020-123337,31,273.666,2,-12.87840000000001,0.15
US-2021-121251,31,257.568,2,-28.97640000000001,0.2
CA-2019-162950,31,482.9399999999999,6,-376.6932,0.5
US-2018-134733,32,435.999,3,20.51759999999999,0.15
CA-2018-111192,32,1367.84,8,259.8896,0.0
CA-2019-105627,32,512.9399999999999,3,97.45859999999999,0.0
CA-2019-130974,32,170.98,1,32.4862,0.0
CA-2019-130785,33,293.199,3,-20.69640000000003,0.15
CA-2019-138534,33,195.466,2,-13.79760000000002,0.15
CA-2020-145303,33,156.3728,2,-52.89080000000003,0.32
CA-2021-117324,33,459.92,4,41.39279999999997,0.0
CA-2018-119151,33,275.952,3,-37.94340000000003,0.2
CA-2021-111556,33,183.968,2,-25.29560000000002,0.2
US-2020-147711,33,344.94,3,31.04459999999997,0.0
CA-2019-168207,34,512.499,3,-30.14700000000005,0.15
CA-2019-104948,34,683.332,4,-40.19600000000005,0.15
CA-2019-147788,34,1406.86,7,140.6859999999999,0.0
CA-2020-130911,34,301.47,3,-241.176,0.5
US-2020-146794,35,424.9574999999999,5,19.99799999999998,0.15
CA-2018-168494,35,254.9745,3,11.99879999999999,0.15
CA-2021-142622,35,199.98,2,37.99619999999999,0.0
US-2021-139647,35,209.979,7,-356.9643,0.7
CA-2021-105991,35,89.99100000000001,3,-152.9847,0.7
US-2018-159618,35,67.99319999999999,1,-12.99870000000001,0.32
CA-2018-114181,35,349.965,7,-216.9783,0.5
CA-2019-115798,35,299.97,3,56.99429999999998,0.0
CA-2021-140585,36,119.833,1,-12.6882,0.15
CA-2021-166926,37,141.96,2,41.16839999999999,0.0
CA-2019-115511,37,141.96,2,41.16839999999999,0.0
CA-2019-156482,37,283.92,4,82.33679999999998,0.0
CA-2020-113425,37,113.568,2,12.77639999999999,0.2
CA-2021-143574,37,638.82,9,185.2578,0.0
CA-2021-112515,38,1292.94,3,77.57639999999992,0.0
CA-2021-150091,38,2154.9,5,129.2939999999999,0.0
CA-2019-133445,39,66.29400000000001,1,-103.8606,0.7
CA-2021-104885,39,441.96,2,101.6508,0.0
CA-2021-119578,39,220.98,1,50.8254,0.0
US-2019-165743,40,145.764,6,-247.7988,0.7
CA-2021-135692,40,220.2656,4,-42.1096,0.32
CA-2020-138520,40,388.7040000000001,6,-4.858800000000002,0.2
CA-2020-157707,41,90.882,3,-190.8522,0.7
CA-2019-104346,42,69.57600000000001,4,-143.7904,0.7
CA-2020-160108,42,405.86,7,32.46879999999998,0.0
US-2020-114174,42,173.94,3,13.91519999999999,0.0
CA-2020-106383,43,72.29400000000001,1,-98.80179999999999,0.7
CA-2021-124674,43,327.7327999999999,2,-14.45880000000002,0.32
US-2018-112914,44,300.5328,2,-97.23120000000003,0.32
CA-2019-141243,44,1352.3976,9,-437.5404000000002,0.32
CA-2018-112158,44,883.92,5,-110.4900000000001,0.2
CA-2018-151946,44,353.568,2,-44.19600000000003,0.2
CA-2020-119865,44,353.568,2,-44.19600000000003,0.2
US-2020-112977,44,176.784,1,-22.09800000000001,0.2
US-2020-131611,45,956.6647999999999,7,-225.0975999999999,0.32
CA-2021-137449,45,409.9992,3,-96.47039999999996,0.32
US-2020-110170,45,956.6647999999999,7,-225.0975999999999,0.32
US-2019-164238,45,301.47,3,-204.9996,0.5
CA-2021-168641,45,321.568,2,-16.07839999999999,0.2
CA-2021-106432,46,328.3992,3,-91.75859999999997,0.32
CA-2019-153717,46,160.98,1,20.92740000000001,0.0
CA-2019-103954,47,687.4,5,48.11799999999998,0.0
US-2019-122784,47,384.944,4,-126.4816,0.3
CA-2021-140326,48,825.174,9,-117.882,0.3
CA-2020-152156,49,731.9399999999999,3,219.582,0.0
CA-2021-143567,49,975.92,4,292.776,0.0
CA-2021-108035,49,390.368,2,48.79599999999998,0.2
CA-2018-132451,49,585.552,3,73.19399999999996,0.2
CA-2018-107818,49,975.92,5,121.9899999999999,0.2
CA-2020-114489,49,1951.84,8,585.5519999999999,0.0
CA-2021-105823,49,487.96,2,146.388,0.0
CA-2018-154963,49,853.9299999999998,5,0.0,0.3
CA-2020-105746,49,170.786,1,0.0,0.3
CA-2020-111213,49,1317.492,6,292.776,0.1
CA-2020-120530,49,658.746,3,146.388,0.1
CA-2020-124590,49,1537.074,9,0.0,0.3
CA-2019-134894,50,283.92,4,70.98000000000002,0.0
US-2018-109162,50,170.352,3,10.64700000000001,0.2
CA-2021-100412,50,141.96,2,35.49000000000001,0.0
CA-2021-113530,50,681.4080000000001,12,42.58800000000002,0.2
CA-2019-101910,50,283.92,5,17.74500000000002,0.2
US-2020-148110,50,347.802,7,-24.84299999999996,0.3
CA-2020-130393,50,248.43,5,-17.74499999999998,0.3
CA-2020-127243,50,347.802,7,-24.84299999999996,0.3
US-2021-165358,50,198.744,4,-14.19599999999998,0.3
CA-2019-125185,50,99.372,2,-7.097999999999992,0.3
US-2019-160857,50,127.764,2,21.29400000000001,0.1
CA-2018-150301,50,63.88200000000001,1,10.647,0.1
CA-2021-123638,50,191.646,3,31.94100000000001,0.1
CA-2020-157511,50,99.372,2,-7.097999999999992,0.3
CA-2020-153269,50,354.9,5,88.72500000000002,0.0
CA-2018-167199,51,2573.82,9,746.4077999999997,0.0
CA-2020-101672,51,915.1360000000001,4,102.9527999999999,0.2
US-2019-139675,51,915.1360000000001,4,102.9527999999999,0.2
CA-2018-104269,51,457.568,2,51.47639999999994,0.2
US-2018-152030,51,600.558,3,-8.579400000000078,0.3
CA-2021-144491,51,600.558,3,-8.579400000000078,0.3
CA-2021-163265,51,600.558,3,-8.579400000000078,0.3
CA-2018-131926,51,2001.86,7,580.5393999999999,0.0
CA-2019-128139,52,70.98,1,4.968599999999995,0.0
CA-2021-117457,52,113.568,2,-18.45480000000001,0.2
CA-2019-149650,52,454.272,8,-73.81920000000005,0.2
US-2021-110996,52,283.92,5,-46.13700000000003,0.2
CA-2021-155292,53,33.94,1,9.163799999999998,0.0
CA-2018-116190,53,67.88,2,18.3276,0.0
CA-2021-129378,53,108.608,4,9.503199999999993,0.2
CA-2019-122623,53,47.51599999999999,2,-2.0364,0.3
CA-2020-116596,53,427.644,14,80.77719999999998,0.1
CA-2020-118514,54,866.4,4,225.264,0.0
CA-2021-155705,54,866.4,4,225.264,0.0
CA-2021-105214,54,1212.96,7,90.97199999999998,0.2
CA-2018-152100,54,1212.96,8,-69.3119999999999,0.3
CA-2019-115567,54,1516.2,7,394.212,0.0
CA-2018-150798,54,909.7199999999998,6,-51.98399999999992,0.3
CA-2019-114300,55,287.94,3,77.74380000000002,0.0
CA-2019-107678,55,191.96,2,51.82920000000001,0.0
CA-2021-142636,55,307.136,4,26.87440000000002,0.2
CA-2018-111451,55,230.352,3,20.15580000000001,0.2
CA-2019-123141,55,230.352,3,20.15580000000001,0.2
CA-2021-136350,55,172.764,2,32.63320000000002,0.1
US-2021-158526,56,1207.84,8,314.0384,0.0
CA-2018-136399,56,241.568,2,18.11760000000001,0.2
CA-2021-128370,56,362.352,3,27.17640000000002,0.2
US-2018-133130,56,603.92,5,45.29400000000001,0.2
CA-2020-126158,56,241.568,2,18.11760000000001,0.2
CA-2018-135608,56,603.92,5,45.29400000000001,0.2
CA-2018-100678,56,317.058,3,-18.1176,0.3
CA-2021-113355,56,317.058,3,-18.1176,0.3
CA-2021-100615,56,317.058,3,-18.1176,0.3
CA-2018-164973,56,135.882,1,24.1568,0.1
CA-2021-169978,56,271.764,2,48.31360000000001,0.1
US-2021-158526,57,300.98,1,87.28419999999997,0.0
CA-2019-132486,57,240.784,1,27.08819999999996,0.2
CA-2019-100146,57,722.3520000000001,3,81.26459999999992,0.2
CA-2018-104563,57,481.568,2,54.17639999999993,0.2
CA-2021-131828,57,963.1360000000001,4,108.3527999999999,0.2
CA-2018-166716,57,421.372,2,-6.019600000000054,0.3
CA-2021-119452,57,1805.88,6,523.7051999999999,0.0
CA-2020-124590,57,1474.802,7,-21.06860000000017,0.3
US-2021-158526,58,258.75,3,77.62499999999997,0.0
CA-2021-134810,58,207.0,3,25.87499999999997,0.2
CA-2019-131422,58,207.0,3,25.87499999999997,0.2
CA-2019-143119,58,517.5,6,155.2499999999999,0.0
CA-2020-163048,58,241.5,4,0.0,0.3
CA-2018-131009,58,362.2499999999999,6,0.0,0.3
CA-2019-157287,58,422.6249999999999,7,0.0,0.3
CA-2020-113621,58,172.5,2,51.74999999999999,0.0
US-2021-109610,59,701.96,2,168.4704,0.0
CA-2021-143756,59,701.96,2,168.4704,0.0
CA-2020-145905,59,350.98,1,84.23520000000002,0.0
CA-2020-146913,59,1403.92,5,70.19600000000003,0.2
CA-2019-132486,59,842.3520000000001,3,42.11760000000004,0.2
CA-2018-124247,59,1403.92,5,70.19600000000003,0.2
CA-2019-148635,59,561.5680000000001,2,28.07840000000002,0.2
CA-2018-120474,59,2807.84,8,673.8816000000002,0.0
CA-2021-129462,60,301.96,2,90.58799999999997,0.0
US-2021-167318,60,362.352,3,45.29399999999995,0.2
US-2020-125402,60,483.136,4,60.39199999999994,0.2
CA-2018-163419,60,603.92,5,75.48999999999992,0.2
CA-2020-102813,60,528.43,5,0.0,0.3
US-2020-133879,60,528.43,5,0.0,0.3
CA-2021-142034,60,603.92,4,181.1759999999999,0.0
CA-2019-150791,60,271.764,2,60.39199999999997,0.1
CA-2021-122308,60,271.764,2,60.39199999999997,0.1
CA-2020-157763,61,140.81,1,39.4268,0.0
CA-2018-153913,61,1013.832,9,101.3832,0.2
CA-2020-154690,61,225.296,2,22.52959999999999,0.2
CA-2020-100944,61,563.24,5,56.32400000000001,0.2
CA-2018-158029,61,225.296,2,22.52959999999999,0.2
CA-2018-105270,61,112.648,1,11.2648,0.2
CA-2021-145429,61,225.296,2,22.52959999999999,0.2
CA-2019-153381,61,1408.1,10,394.268,0.0
CA-2020-119165,61,492.835,5,-14.08099999999999,0.3
CA-2018-168130,61,887.103,7,177.4206,0.1
CA-2018-154158,62,64.784,1,6.478400000000004,0.2
CA-2020-113341,62,194.352,3,19.43520000000001,0.2
CA-2021-121489,62,388.7040000000001,6,38.87040000000002,0.2
CA-2018-113859,62,340.116,6,-9.717599999999976,0.3
CA-2021-163860,62,113.372,2,-3.23919999999999,0.3
CA-2018-117765,62,161.96,2,45.34880000000001,0.0
CA-2018-154963,62,170.058,3,-4.858799999999988,0.3
US-2019-101511,62,396.802,7,-11.33719999999994,0.3
CA-2018-130428,63,1125.488,7,98.48020000000008,0.2
CA-2019-156734,63,643.136,4,56.27440000000001,0.2
CA-2020-154739,63,321.568,2,28.13720000000001,0.2
CA-2021-152142,63,321.568,2,28.13720000000001,0.2
CA-2020-152555,63,844.1159999999999,6,-36.1764,0.3
CA-2019-112130,63,844.1159999999999,6,-36.1764,0.3
US-2020-152051,63,422.0579999999999,3,-18.0882,0.3
US-2020-150861,63,542.646,3,102.4998,0.1
CA-2019-161718,63,361.764,2,68.3332,0.1
US-2018-150119,63,281.372,2,-12.05879999999999,0.3
CA-2021-148810,64,273.552,3,-13.6776,0.2
CA-2020-142398,64,638.2880000000001,7,-31.91440000000001,0.2
CA-2021-111717,64,239.358,3,-47.8716,0.3
CA-2019-141740,64,205.164,2,13.6776,0.1
CA-2019-151869,64,102.582,1,6.838800000000001,0.1
CA-2020-134138,64,227.96,2,36.4736,0.0
CA-2021-148999,65,419.136,4,-68.1096,0.2
CA-2019-119550,65,275.058,3,-90.3762,0.3
US-2021-152492,66,239.24,1,23.92400000000001,0.2
CA-2018-117464,66,717.72,3,71.77200000000002,0.2
US-2019-129007,66,717.72,3,71.77200000000002,0.2
CA-2018-147543,66,478.48,2,47.84800000000001,0.2
CA-2021-167094,66,478.48,2,47.84800000000001,0.2
CA-2021-143245,66,897.1500000000001,3,251.202,0.0
CA-2019-153549,67,1166.92,5,131.2785,0.2
CA-2019-113404,67,700.152,3,78.76709999999997,0.2
CA-2020-112669,67,933.5360000000001,4,105.0228,0.2
CA-2020-142902,67,466.768,2,52.51139999999998,0.2
US-2019-114839,67,408.422,2,-5.834600000000023,0.3
CA-2019-157322,67,408.422,2,-5.834600000000023,0.3
CA-2021-141733,67,1458.65,5,423.0085,0.0
CA-2021-100111,67,2888.127,11,609.7157,0.1
US-2020-153815,68,207.984,2,-28.59780000000001,0.2
US-2019-134026,68,831.9360000000001,8,-114.3912,0.2
CA-2018-120768,68,1819.86,14,163.7874,0.0
US-2021-142573,68,311.9760000000001,3,-42.89670000000001,0.2
CA-2020-143406,68,454.965,5,-136.4895,0.3
US-2021-150595,68,181.986,2,-54.5958,0.3
CA-2020-156748,68,389.97,3,35.0973,0.0
CA-2019-124499,68,389.97,3,35.0973,0.0
CA-2019-168746,68,181.986,2,-54.5958,0.3
CA-2021-134495,69,218.352,3,-19.10580000000002,0.2
CA-2018-110408,69,545.88,6,70.96439999999998,0.0
CA-2021-128965,69,218.352,3,-19.10580000000002,0.2
CA-2021-135076,69,436.7040000000001,6,-38.21160000000003,0.2
CA-2020-165330,69,363.92,5,-31.84300000000002,0.2
CA-2021-104850,69,291.136,4,-25.47440000000002,0.2
US-2020-127971,69,318.43,5,-77.33300000000001,0.3
CA-2021-131254,69,191.058,3,-46.39980000000001,0.3
CA-2021-105669,69,318.43,5,-77.33300000000001,0.3
CA-2019-157322,69,382.116,6,-92.79960000000003,0.3
CA-2018-129938,69,445.802,7,-108.2662,0.3
CA-2021-154109,69,127.372,2,-30.93320000000001,0.3
CA-2020-145548,69,245.646,3,8.188199999999988,0.1
CA-2021-121300,69,63.686,1,-15.4666,0.3
CA-2021-168389,70,64.784,1,-12.14700000000001,0.2
CA-2020-163594,70,194.352,3,-36.44100000000003,0.2
US-2018-110674,70,129.568,2,-24.29400000000002,0.2
CA-2021-166695,70,518.272,8,-97.17600000000007,0.2
US-2019-163433,70,56.686,1,-20.24500000000001,0.3
CA-2018-136644,70,647.84,8,32.39199999999994,0.0
CA-2020-143910,70,145.764,2,-8.098000000000017,0.1
CA-2021-102204,71,2803.92,5,0.0,0.2
CA-2019-164777,71,2803.92,5,0.0,0.2
CA-2020-136406,71,1121.568,2,0.0,0.2
CA-2018-143903,71,981.372,2,-140.196,0.3
CA-2019-139731,71,2453.43,5,-350.4899999999999,0.3
CA-2020-122903,71,3504.9,5,700.9800000000001,0.0
CA-2021-118892,71,4416.174,9,-630.8820000000001,0.3
CA-2018-116246,71,3785.292,6,420.5880000000002,0.1
CA-2021-113558,72,683.9520000000001,3,42.74699999999999,0.2
US-2018-125521,72,1139.92,4,284.98,0.0
US-2018-141215,72,797.944,4,-56.99599999999998,0.3
US-2018-140914,72,797.944,4,-56.99599999999998,0.3
US-2020-143448,72,1424.9,5,356.225,0.0
CA-2021-122539,72,398.972,2,-28.49799999999999,0.3
CA-2021-157987,72,1282.41,5,213.735,0.1
CA-2019-154823,72,598.458,3,-42.74699999999996,0.3
CA-2018-163552,72,854.94,3,213.735,0.0
CA-2019-121720,73,1123.92,5,-182.6370000000002,0.2
CA-2019-113404,73,1348.704,6,-219.1644000000002,0.2
CA-2021-107174,73,449.568,2,-73.05480000000007,0.2
US-2021-155425,73,899.1360000000001,4,-146.1096000000001,0.2
CA-2018-126760,73,674.3520000000001,3,-109.5822000000001,0.2
US-2020-141544,73,786.744,4,-258.5016000000001,0.3
US-2021-117450,74,97.18400000000001,2,6.074000000000002,0.2
CA-2018-118962,74,340.1440000000001,7,21.259,0.2
CA-2021-137428,74,97.18400000000001,2,6.074000000000002,0.2
CA-2020-119963,74,255.108,6,-18.22199999999999,0.3
CA-2019-136728,74,170.072,4,-12.148,0.3
US-2019-138121,74,546.66,9,136.665,0.0
CA-2020-124100,74,327.996,6,54.66600000000001,0.1
CA-2020-140018,74,127.554,3,-9.110999999999997,0.3
CA-2021-118003,74,182.22,3,45.55500000000001,0.0
CA-2019-104626,74,60.74,1,15.185,0.0
CA-2018-116568,75,186.304,4,13.9728,0.2
CA-2021-124296,75,232.88,4,60.5488,0.0
CA-2018-125150,75,232.88,5,17.46600000000001,0.2
CA-2018-113768,75,279.456,6,20.9592,0.2
CA-2019-109862,75,291.1,5,75.686,0.0
CA-2018-148586,75,366.786,7,65.2064,0.1
CA-2020-138695,76,390.272,8,-24.39200000000001,0.2
